pubdate	url	eml	dwca	title	icode	description	contact	orgname	email	emlrights	count	citation	networks	harvestid	id	associatedmedia	associatedoccurrences	associatedreferences	associatedsequences	associatedtaxa	basisofrecord	bed	behavior	catalognumber	collectioncode	collectionid	continent	coordinateprecision	coordinateuncertaintyinmeters	country	countrycode	county	datageneralizations	dateidentified	day	decimallatitude	decimallongitude	disposition	earliestageorloweststage	earliesteonorlowesteonothem	earliestepochorlowestseries	earliesteraorlowesterathem	earliestperiodorlowestsystem	enddayofyear	establishmentmeans	eventattributes	eventdate	eventid	eventremarks	eventtime	fieldnotes	fieldnumber	footprintspatialfit	footprintwkt	formation	geodeticdatum	geologicalcontextid	georeferenceprotocol	georeferenceremarks	georeferencesources	georeferenceverificationstatus	georeferencedby	group	habitat	highergeography	highergeographyid	highestbiostratigraphiczone	identificationattributes	identificationid	identificationqualifier	identificationreferences	identificationremarks	identifiedby	individualcount	individualid	informationwithheld	institutioncode	island	islandgroup	latestageorhigheststage	latesteonorhighesteonothem	latestepochorhighestseries	latesteraorhighesterathem	latestperiodorhighestsystem	lifestage	lithostratigraphicterms	locality	locationattributes	locationid	locationremarks	lowestbiostratigraphiczone	maximumdepthinmeters	maximumdistanceabovesurfaceinmeters	maximumelevationinmeters	measurementaccuracy	measurementdeterminedby	measurementdetermineddate	measurementid	measurementmethod	measurementremarks	measurementtype	measurementunit	measurementvalue	member	minimumdepthinmeters	minimumdistanceabovesurfaceinmeters	minimumelevationinmeters	month	occurrenceattributes	occurrencedetails	occurrenceid	occurrenceremarks	othercatalognumbers	pointradiusspatialfit	preparations	previousidentifications	recordnumber	recordedby	relatedresourceid	relationshipaccordingto	relationshipestablisheddate	relationshipofresource	relationshipremarks	reproductivecondition	resourceid	resourcerelationshipid	samplingprotocol	sex	startdayofyear	stateprovince	taxonattributes	typestatus	verbatimcoordinatesystem	verbatimcoordinates	verbatimdepth	verbatimelevation	verbatimeventdate	verbatimlatitude	verbatimlocality	verbatimlongitude	waterbody	year	footprintsrs	georeferenceddate	identificationverificationstatus	institutionid	locationaccordingto	municipality	occurrencestatus	ownerinstitutioncode	samplingeffort	verbatimsrs	locationaccordingto7	taxonid	taxonconceptid	datasetid	datasetname	source	modified	accessrights	rights	rightsholder	language	higherclassification	kingdom	phylum	classs	order	family	genus	subgenus	specificepithet	infraspecificepithet	scientificname	scientificnameid	vernacularname	taxonrank	verbatimtaxonrank	infraspecificmarker	scientificnameauthorship	nomenclaturalcode	namepublishedin	namepublishedinid	taxonomicstatus	nomenclaturalstatus	nameaccordingto	nameaccordingtoid	parentnameusageid	parentnameusage	originalnameusageid	originalnameusage	acceptednameusageid	acceptednameusage	taxonremarks	dynamicproperties	namepublishedinyear	season	dummy
Thu Aug 09 00:00:00 PDT 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/eml.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/archive.do?r=utep_verts	UTEP Vertebrates	UTEP	"The UTEP Biodiversity Collections originated as departmental teaching and research collections in the early 1960s. Between the mid-1960s and the early 1970s, the collections were formalized under the name Museum of Arid Land Biology (acronym MALB). In 1976, organizational changes instituted by the university resulted in the renaming of the collections and associated activities as the Laboratory for Environmental Biology (acronym UTEP, though locally called the ""LEB""). In July of 1993, the Laboratory became associated with the University of Texas at El Paso's Centennial Museum through a memorandum of understanding.<br><br>  Some 160,000 curated specimens form the base for research by Centennial Museum personnel and faculty curators; by graduate and undergraduate students from the University of Texas at El Paso; and, through loans and visitation, graduate students and professionals from other institutions. The name was changed to UTEP Biodiversity Collections in August of 2012.<br><br>  Collections primarily are of modern and fossil vertebrate biology (amphibians, reptiles, birds, and mammals).  The collections have a regional emphasis, but also contain material from outside the Southwest, particularly from Mexico. The research collections are maintained in the Biology Building."	Scott Cutler	Centennial Museum	scutler@utep.edu	UTEP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Texas at El Paso. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and UTEP notified. The University of Texas at El Paso or its staff are not responsible for damages, injury or loss due to the use of these data.	54300	Laboratory for Environmental Biology, Centennial Museum, University of Texas at El Paso	MaNIS,ORNIS,HerpNET	0d301fb9-b72e-4070-861e-35371ca03441	urn:catalog:UTEP:Fossil:27-57						FossilSpecimen			27-57	Fossil		North America			United States	US	Eddy			23				Mid Wisconsin					266	native		1970-09-23																		;United States of America;New Mexico;Eddy;;;;								Harris, Arthur H.	1			UTEP			Mid Wisconsin							Pecos River																					9							Coracoid.			Wingo, Ed M.											266	New Mexico						1280 M			Pecos River			1970				urn:lsid:biocol.org:col:34875			present															Animalia;Chordata;Aves;Passeriformes;Corvidae;Corvus	Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus		neomexicanus		Corvus neomexicanus			species				ICZN																unknown	;
Thu Aug 09 00:00:00 PDT 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/eml.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/archive.do?r=utep_verts	UTEP Vertebrates	UTEP	"The UTEP Biodiversity Collections originated as departmental teaching and research collections in the early 1960s. Between the mid-1960s and the early 1970s, the collections were formalized under the name Museum of Arid Land Biology (acronym MALB). In 1976, organizational changes instituted by the university resulted in the renaming of the collections and associated activities as the Laboratory for Environmental Biology (acronym UTEP, though locally called the ""LEB""). In July of 1993, the Laboratory became associated with the University of Texas at El Paso's Centennial Museum through a memorandum of understanding.<br><br>  Some 160,000 curated specimens form the base for research by Centennial Museum personnel and faculty curators; by graduate and undergraduate students from the University of Texas at El Paso; and, through loans and visitation, graduate students and professionals from other institutions. The name was changed to UTEP Biodiversity Collections in August of 2012.<br><br>  Collections primarily are of modern and fossil vertebrate biology (amphibians, reptiles, birds, and mammals).  The collections have a regional emphasis, but also contain material from outside the Southwest, particularly from Mexico. The research collections are maintained in the Biology Building."	Scott Cutler	Centennial Museum	scutler@utep.edu	UTEP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Texas at El Paso. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and UTEP notified. The University of Texas at El Paso or its staff are not responsible for damages, injury or loss due to the use of these data.	54300	Laboratory for Environmental Biology, Centennial Museum, University of Texas at El Paso	MaNIS,ORNIS,HerpNET	c222a8ef-5099-4106-83aa-5dda7fa83422	urn:catalog:UTEP:Fossil:27-570						FossilSpecimen			27-570	Fossil		North America			United States	US	Eddy			18				Mid Wisconsin					261	native		1970-09-18																		;United States of America;New Mexico;Eddy;;;;								Ziobro, Robert C.	1			UTEP			Mid Wisconsin							Pecos River																					9							Ulna.			Smartt, William R.											261	New Mexico						1280 M			Pecos River			1970				urn:lsid:biocol.org:col:34875			present															Animalia;Chordata;Aves;Passeriformes;Turdidae;Sialia	Animalia	Chordata	Aves	Passeriformes	Turdidae	Sialia				Sialia			genus				ICZN																unknown	;
Thu Aug 09 00:00:00 PDT 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/eml.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/archive.do?r=utep_verts	UTEP Vertebrates	UTEP	"The UTEP Biodiversity Collections originated as departmental teaching and research collections in the early 1960s. Between the mid-1960s and the early 1970s, the collections were formalized under the name Museum of Arid Land Biology (acronym MALB). In 1976, organizational changes instituted by the university resulted in the renaming of the collections and associated activities as the Laboratory for Environmental Biology (acronym UTEP, though locally called the ""LEB""). In July of 1993, the Laboratory became associated with the University of Texas at El Paso's Centennial Museum through a memorandum of understanding.<br><br>  Some 160,000 curated specimens form the base for research by Centennial Museum personnel and faculty curators; by graduate and undergraduate students from the University of Texas at El Paso; and, through loans and visitation, graduate students and professionals from other institutions. The name was changed to UTEP Biodiversity Collections in August of 2012.<br><br>  Collections primarily are of modern and fossil vertebrate biology (amphibians, reptiles, birds, and mammals).  The collections have a regional emphasis, but also contain material from outside the Southwest, particularly from Mexico. The research collections are maintained in the Biology Building."	Scott Cutler	Centennial Museum	scutler@utep.edu	UTEP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Texas at El Paso. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and UTEP notified. The University of Texas at El Paso or its staff are not responsible for damages, injury or loss due to the use of these data.	54300	Laboratory for Environmental Biology, Centennial Museum, University of Texas at El Paso	MaNIS,ORNIS,HerpNET	5e05f93d-edba-4f29-9a7d-fa820e1438f5	urn:catalog:UTEP:Fossil:27-571						FossilSpecimen			27-571	Fossil		North America			United States	US	Eddy			18				Mid Wisconsin					261	native		1970-09-18																		;United States of America;New Mexico;Eddy;;;;								Ziobro, Robert C.	1			UTEP			Mid Wisconsin							Pecos River																					9							Ulna.			Smartt, William R.											261	New Mexico						1280 M			Pecos River			1970				urn:lsid:biocol.org:col:34875			present															Animalia;Chordata;Aves;Passeriformes;Turdidae;Sialia	Animalia	Chordata	Aves	Passeriformes	Turdidae	Sialia				Sialia			genus				ICZN																unknown	;
Thu Aug 09 00:00:00 PDT 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/eml.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/archive.do?r=utep_verts	UTEP Vertebrates	UTEP	"The UTEP Biodiversity Collections originated as departmental teaching and research collections in the early 1960s. Between the mid-1960s and the early 1970s, the collections were formalized under the name Museum of Arid Land Biology (acronym MALB). In 1976, organizational changes instituted by the university resulted in the renaming of the collections and associated activities as the Laboratory for Environmental Biology (acronym UTEP, though locally called the ""LEB""). In July of 1993, the Laboratory became associated with the University of Texas at El Paso's Centennial Museum through a memorandum of understanding.<br><br>  Some 160,000 curated specimens form the base for research by Centennial Museum personnel and faculty curators; by graduate and undergraduate students from the University of Texas at El Paso; and, through loans and visitation, graduate students and professionals from other institutions. The name was changed to UTEP Biodiversity Collections in August of 2012.<br><br>  Collections primarily are of modern and fossil vertebrate biology (amphibians, reptiles, birds, and mammals).  The collections have a regional emphasis, but also contain material from outside the Southwest, particularly from Mexico. The research collections are maintained in the Biology Building."	Scott Cutler	Centennial Museum	scutler@utep.edu	UTEP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Texas at El Paso. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and UTEP notified. The University of Texas at El Paso or its staff are not responsible for damages, injury or loss due to the use of these data.	54300	Laboratory for Environmental Biology, Centennial Museum, University of Texas at El Paso	MaNIS,ORNIS,HerpNET	4cf3a309-6b3e-4382-9856-ab2ad4407336	urn:catalog:UTEP:Fossil:27-572						FossilSpecimen			27-572	Fossil		North America			United States	US	Eddy			18				Mid Wisconsin					261	native		1970-09-18																		;United States of America;New Mexico;Eddy;;;;								Ziobro, Robert C.	1			UTEP			Mid Wisconsin							Pecos River																					9							Ulna.			Smartt, William R.											261	New Mexico						1280 M			Pecos River			1970				urn:lsid:biocol.org:col:34875			present															Animalia;Chordata;Aves;Passeriformes;Corvidae;Cyanocitta	Animalia	Chordata	Aves	Passeriformes	Corvidae	Cyanocitta				Cyanocitta			genus				ICZN																unknown	;
Thu Aug 09 00:00:00 PDT 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/eml.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/archive.do?r=utep_verts	UTEP Vertebrates	UTEP	"The UTEP Biodiversity Collections originated as departmental teaching and research collections in the early 1960s. Between the mid-1960s and the early 1970s, the collections were formalized under the name Museum of Arid Land Biology (acronym MALB). In 1976, organizational changes instituted by the university resulted in the renaming of the collections and associated activities as the Laboratory for Environmental Biology (acronym UTEP, though locally called the ""LEB""). In July of 1993, the Laboratory became associated with the University of Texas at El Paso's Centennial Museum through a memorandum of understanding.<br><br>  Some 160,000 curated specimens form the base for research by Centennial Museum personnel and faculty curators; by graduate and undergraduate students from the University of Texas at El Paso; and, through loans and visitation, graduate students and professionals from other institutions. The name was changed to UTEP Biodiversity Collections in August of 2012.<br><br>  Collections primarily are of modern and fossil vertebrate biology (amphibians, reptiles, birds, and mammals).  The collections have a regional emphasis, but also contain material from outside the Southwest, particularly from Mexico. The research collections are maintained in the Biology Building."	Scott Cutler	Centennial Museum	scutler@utep.edu	UTEP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Texas at El Paso. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and UTEP notified. The University of Texas at El Paso or its staff are not responsible for damages, injury or loss due to the use of these data.	54300	Laboratory for Environmental Biology, Centennial Museum, University of Texas at El Paso	MaNIS,ORNIS,HerpNET	45d1bad7-9cec-4cea-9906-1de11a9b9b8b	urn:catalog:UTEP:Fossil:27-573						FossilSpecimen			27-573	Fossil		North America			United States	US	Eddy			18				Mid Wisconsin					261	native		1970-09-18																		;United States of America;New Mexico;Eddy;;;;								Harris, Arthur H.	1			UTEP			Mid Wisconsin							Pecos River																					9							Vertebra.			Smartt, William R.											261	New Mexico						1280 M			Pecos River			1970				urn:lsid:biocol.org:col:34875			present															Animalia;Chordata;Aves;Accipitriformes;Cathartidae;Coragyps	Animalia	Chordata	Aves	Accipitriformes	Cathartidae	Coragyps		occidentalis		Coragyps occidentalis			species				ICZN																unknown	;
Thu Aug 09 00:00:00 PDT 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/eml.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/archive.do?r=utep_verts	UTEP Vertebrates	UTEP	"The UTEP Biodiversity Collections originated as departmental teaching and research collections in the early 1960s. Between the mid-1960s and the early 1970s, the collections were formalized under the name Museum of Arid Land Biology (acronym MALB). In 1976, organizational changes instituted by the university resulted in the renaming of the collections and associated activities as the Laboratory for Environmental Biology (acronym UTEP, though locally called the ""LEB""). In July of 1993, the Laboratory became associated with the University of Texas at El Paso's Centennial Museum through a memorandum of understanding.<br><br>  Some 160,000 curated specimens form the base for research by Centennial Museum personnel and faculty curators; by graduate and undergraduate students from the University of Texas at El Paso; and, through loans and visitation, graduate students and professionals from other institutions. The name was changed to UTEP Biodiversity Collections in August of 2012.<br><br>  Collections primarily are of modern and fossil vertebrate biology (amphibians, reptiles, birds, and mammals).  The collections have a regional emphasis, but also contain material from outside the Southwest, particularly from Mexico. The research collections are maintained in the Biology Building."	Scott Cutler	Centennial Museum	scutler@utep.edu	UTEP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Texas at El Paso. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and UTEP notified. The University of Texas at El Paso or its staff are not responsible for damages, injury or loss due to the use of these data.	54300	Laboratory for Environmental Biology, Centennial Museum, University of Texas at El Paso	MaNIS,ORNIS,HerpNET	62f12d0a-1e49-48a6-a1d9-1222db78d8f5	urn:catalog:UTEP:Fossil:27-574						FossilSpecimen			27-574	Fossil		North America			United States	US	Eddy			18				Mid Wisconsin					261	native		1970-09-18																		;United States of America;New Mexico;Eddy;;;;								Harris, Arthur H.	1			UTEP			Mid Wisconsin							Pecos River																					9							Scapula.			Smartt, William R.											261	New Mexico						1280 M			Pecos River			1970				urn:lsid:biocol.org:col:34875			present															Animalia;Chordata;Aves;Accipitriformes;Cathartidae;Coragyps	Animalia	Chordata	Aves	Accipitriformes	Cathartidae	Coragyps		occidentalis		Coragyps occidentalis			species				ICZN																unknown	;
Thu Aug 09 00:00:00 PDT 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/eml.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/archive.do?r=utep_verts	UTEP Vertebrates	UTEP	"The UTEP Biodiversity Collections originated as departmental teaching and research collections in the early 1960s. Between the mid-1960s and the early 1970s, the collections were formalized under the name Museum of Arid Land Biology (acronym MALB). In 1976, organizational changes instituted by the university resulted in the renaming of the collections and associated activities as the Laboratory for Environmental Biology (acronym UTEP, though locally called the ""LEB""). In July of 1993, the Laboratory became associated with the University of Texas at El Paso's Centennial Museum through a memorandum of understanding.<br><br>  Some 160,000 curated specimens form the base for research by Centennial Museum personnel and faculty curators; by graduate and undergraduate students from the University of Texas at El Paso; and, through loans and visitation, graduate students and professionals from other institutions. The name was changed to UTEP Biodiversity Collections in August of 2012.<br><br>  Collections primarily are of modern and fossil vertebrate biology (amphibians, reptiles, birds, and mammals).  The collections have a regional emphasis, but also contain material from outside the Southwest, particularly from Mexico. The research collections are maintained in the Biology Building."	Scott Cutler	Centennial Museum	scutler@utep.edu	UTEP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Texas at El Paso. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and UTEP notified. The University of Texas at El Paso or its staff are not responsible for damages, injury or loss due to the use of these data.	54300	Laboratory for Environmental Biology, Centennial Museum, University of Texas at El Paso	MaNIS,ORNIS,HerpNET	43257f8c-0efc-411a-ab33-0fdc125ed78c	urn:catalog:UTEP:Fossil:27-575						FossilSpecimen			27-575	Fossil		North America			United States	US	Eddy			18				Mid Wisconsin					261	native		1970-09-18																		;United States of America;New Mexico;Eddy;;;;								Harris, Arthur H.	1			UTEP			Mid Wisconsin							Pecos River																					9							Scapula.			Smartt, William R.											261	New Mexico						1280 M			Pecos River			1970				urn:lsid:biocol.org:col:34875			present															Animalia;Chordata;Aves;Accipitriformes;Cathartidae;Coragyps	Animalia	Chordata	Aves	Accipitriformes	Cathartidae	Coragyps		occidentalis		Coragyps occidentalis			species				ICZN																unknown	;
Thu Aug 09 00:00:00 PDT 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/eml.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/archive.do?r=utep_verts	UTEP Vertebrates	UTEP	"The UTEP Biodiversity Collections originated as departmental teaching and research collections in the early 1960s. Between the mid-1960s and the early 1970s, the collections were formalized under the name Museum of Arid Land Biology (acronym MALB). In 1976, organizational changes instituted by the university resulted in the renaming of the collections and associated activities as the Laboratory for Environmental Biology (acronym UTEP, though locally called the ""LEB""). In July of 1993, the Laboratory became associated with the University of Texas at El Paso's Centennial Museum through a memorandum of understanding.<br><br>  Some 160,000 curated specimens form the base for research by Centennial Museum personnel and faculty curators; by graduate and undergraduate students from the University of Texas at El Paso; and, through loans and visitation, graduate students and professionals from other institutions. The name was changed to UTEP Biodiversity Collections in August of 2012.<br><br>  Collections primarily are of modern and fossil vertebrate biology (amphibians, reptiles, birds, and mammals).  The collections have a regional emphasis, but also contain material from outside the Southwest, particularly from Mexico. The research collections are maintained in the Biology Building."	Scott Cutler	Centennial Museum	scutler@utep.edu	UTEP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Texas at El Paso. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and UTEP notified. The University of Texas at El Paso or its staff are not responsible for damages, injury or loss due to the use of these data.	54300	Laboratory for Environmental Biology, Centennial Museum, University of Texas at El Paso	MaNIS,ORNIS,HerpNET	f4951159-507a-4177-b97a-f506fdf70601	urn:catalog:UTEP:Fossil:27-576						FossilSpecimen			27-576	Fossil		North America			United States	US	Eddy			18				Mid Wisconsin					261	native		1970-09-18																		;United States of America;New Mexico;Eddy;;;;								Harris, Arthur H.	1			UTEP			Mid Wisconsin							Pecos River																					9							CORACOID DORSAL 3/4 R			Smartt, William R.											261	New Mexico						1280 M			Pecos River			1970				urn:lsid:biocol.org:col:34875			present															Animalia;Chordata;Aves;Passeriformes;Corvidae;Corvus	Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus				Corvus			genus				ICZN																unknown	;
Thu Aug 09 00:00:00 PDT 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/eml.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/archive.do?r=utep_verts	UTEP Vertebrates	UTEP	"The UTEP Biodiversity Collections originated as departmental teaching and research collections in the early 1960s. Between the mid-1960s and the early 1970s, the collections were formalized under the name Museum of Arid Land Biology (acronym MALB). In 1976, organizational changes instituted by the university resulted in the renaming of the collections and associated activities as the Laboratory for Environmental Biology (acronym UTEP, though locally called the ""LEB""). In July of 1993, the Laboratory became associated with the University of Texas at El Paso's Centennial Museum through a memorandum of understanding.<br><br>  Some 160,000 curated specimens form the base for research by Centennial Museum personnel and faculty curators; by graduate and undergraduate students from the University of Texas at El Paso; and, through loans and visitation, graduate students and professionals from other institutions. The name was changed to UTEP Biodiversity Collections in August of 2012.<br><br>  Collections primarily are of modern and fossil vertebrate biology (amphibians, reptiles, birds, and mammals).  The collections have a regional emphasis, but also contain material from outside the Southwest, particularly from Mexico. The research collections are maintained in the Biology Building."	Scott Cutler	Centennial Museum	scutler@utep.edu	UTEP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Texas at El Paso. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and UTEP notified. The University of Texas at El Paso or its staff are not responsible for damages, injury or loss due to the use of these data.	54300	Laboratory for Environmental Biology, Centennial Museum, University of Texas at El Paso	MaNIS,ORNIS,HerpNET	2b0f1dbe-2b10-44e4-b7e4-e418cb1d54d2	urn:catalog:UTEP:Fossil:27-577						FossilSpecimen			27-577	Fossil		North America			United States	US	Eddy			18				Mid Wisconsin					261	native		1970-09-18																		;United States of America;New Mexico;Eddy;;;;								Harris, Arthur H.	1			UTEP			Mid Wisconsin							Pecos River																					9							R coracoid.			Smartt, William R.											261	New Mexico						1280 M			Pecos River			1970				urn:lsid:biocol.org:col:34875			present															Animalia;Chordata;Aves;Passeriformes;Corvidae;Corvus	Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus				Corvus			genus				ICZN																unknown	;
Thu Aug 09 00:00:00 PDT 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/eml.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/archive.do?r=utep_verts	UTEP Vertebrates	UTEP	"The UTEP Biodiversity Collections originated as departmental teaching and research collections in the early 1960s. Between the mid-1960s and the early 1970s, the collections were formalized under the name Museum of Arid Land Biology (acronym MALB). In 1976, organizational changes instituted by the university resulted in the renaming of the collections and associated activities as the Laboratory for Environmental Biology (acronym UTEP, though locally called the ""LEB""). In July of 1993, the Laboratory became associated with the University of Texas at El Paso's Centennial Museum through a memorandum of understanding.<br><br>  Some 160,000 curated specimens form the base for research by Centennial Museum personnel and faculty curators; by graduate and undergraduate students from the University of Texas at El Paso; and, through loans and visitation, graduate students and professionals from other institutions. The name was changed to UTEP Biodiversity Collections in August of 2012.<br><br>  Collections primarily are of modern and fossil vertebrate biology (amphibians, reptiles, birds, and mammals).  The collections have a regional emphasis, but also contain material from outside the Southwest, particularly from Mexico. The research collections are maintained in the Biology Building."	Scott Cutler	Centennial Museum	scutler@utep.edu	UTEP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Texas at El Paso. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and UTEP notified. The University of Texas at El Paso or its staff are not responsible for damages, injury or loss due to the use of these data.	54300	Laboratory for Environmental Biology, Centennial Museum, University of Texas at El Paso	MaNIS,ORNIS,HerpNET	7f8bc8c2-e0d2-4175-a4dc-208423c77fd5	urn:catalog:UTEP:Fossil:27-578						FossilSpecimen			27-578	Fossil		North America			United States	US	Eddy			18				Mid Wisconsin					261	native		1970-09-18																		;United States of America;New Mexico;Eddy;;;;								Harris, Arthur H.	1			UTEP			Mid Wisconsin							Pecos River																					9							R coracoid.			Smartt, William R.											261	New Mexico						1280 M			Pecos River			1970				urn:lsid:biocol.org:col:34875			present															Animalia;Chordata;Aves;Passeriformes;Corvidae;Corvus	Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus				Corvus			genus				ICZN																unknown	;
Thu Aug 09 00:00:00 PDT 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/eml.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/archive.do?r=utep_verts	UTEP Vertebrates	UTEP	"The UTEP Biodiversity Collections originated as departmental teaching and research collections in the early 1960s. Between the mid-1960s and the early 1970s, the collections were formalized under the name Museum of Arid Land Biology (acronym MALB). In 1976, organizational changes instituted by the university resulted in the renaming of the collections and associated activities as the Laboratory for Environmental Biology (acronym UTEP, though locally called the ""LEB""). In July of 1993, the Laboratory became associated with the University of Texas at El Paso's Centennial Museum through a memorandum of understanding.<br><br>  Some 160,000 curated specimens form the base for research by Centennial Museum personnel and faculty curators; by graduate and undergraduate students from the University of Texas at El Paso; and, through loans and visitation, graduate students and professionals from other institutions. The name was changed to UTEP Biodiversity Collections in August of 2012.<br><br>  Collections primarily are of modern and fossil vertebrate biology (amphibians, reptiles, birds, and mammals).  The collections have a regional emphasis, but also contain material from outside the Southwest, particularly from Mexico. The research collections are maintained in the Biology Building."	Scott Cutler	Centennial Museum	scutler@utep.edu	UTEP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Texas at El Paso. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and UTEP notified. The University of Texas at El Paso or its staff are not responsible for damages, injury or loss due to the use of these data.	54300	Laboratory for Environmental Biology, Centennial Museum, University of Texas at El Paso	MaNIS,ORNIS,HerpNET	02038135-75e2-4567-bf7f-9c4b9a0e2611	urn:catalog:UTEP:Fossil:27-579						FossilSpecimen			27-579	Fossil		North America			United States	US	Eddy			18				Mid Wisconsin					261	native		1970-09-18																		;United States of America;New Mexico;Eddy;;;;								Harris, Arthur H.	1			UTEP			Mid Wisconsin							Pecos River																					9							Coracoid.			Smartt, William R.											261	New Mexico						1280 M			Pecos River			1970				urn:lsid:biocol.org:col:34875			present															Animalia;Chordata;Aves;Accipitriformes;Cathartidae;Coragyps	Animalia	Chordata	Aves	Accipitriformes	Cathartidae	Coragyps		occidentalis		Coragyps occidentalis			species				ICZN																unknown	;
